Posición,Probabilidad
-8,0.062200000000000005
-7,0.056900000000000006
-6,0.0589
-5,0.0577
-4,0.06620000000000001
-3,0.055900000000000005
-2,0.0706
-1,0.061200000000000004
0,0.0702
1,0.0669
2,0.07650000000000001
3,0.0605
4,0.0678
5,0.0553
6,0.0601
7,0.0531
