Posición,Probabilidad
-16,0.025
-15,0.030899999999999997
-14,0.0299
-13,0.0404
-12,0.03
-11,0.0346
-10,0.040400000000000005
-9,0.041299999999999996
-8,0.0288
-7,0.035500000000000004
-6,0.0328
-5,0.0346
-4,0.0337
-3,0.0356
-2,0.0406
-1,0.041499999999999995
0,0.0235
1,0.0238
2,0.025099999999999997
3,0.0339
4,0.0282
5,0.030400000000000003
6,0.0317
7,0.0351
8,0.0201
9,0.028399999999999998
10,0.0249
11,0.030199999999999998
12,0.0239
13,0.0259
14,0.0271
15,0.0322
