Posición,Probabilidad
-8,0.0613
-7,0.0437
-6,0.0622
-5,0.0494
-4,0.08560000000000001
-3,0.053599999999999995
-2,0.0769
-1,0.0521
0,0.07730000000000001
1,0.0528
2,0.08080000000000001
3,0.055400000000000005
4,0.0867
5,0.051500000000000004
6,0.0643
7,0.0464
