Posición,Probabilidad
-16,0.04
-15,0.0314
-14,0.0405
-13,0.0257
-12,0.0445
-11,0.0271
-10,0.045899999999999996
-9,0.0268
-8,0.045799999999999993
-7,0.0308
-6,0.0453
-5,0.0237
-4,0.0413
-3,0.0291
-2,0.0432
-1,0.024100000000000003
0,0.0316
1,0.0207
2,0.031799999999999995
3,0.0207
4,0.0344
5,0.0205
6,0.0353
7,0.0211
8,0.0332
9,0.0203
10,0.0332
11,0.017599999999999998
12,0.037099999999999994
13,0.0238
14,0.0314
15,0.0221
