Posición,Probabilidad
-8,0.076
-7,0.0672
-6,0.0755
-5,0.064
-4,0.08510000000000001
-3,0.0692
-2,0.0739
-1,0.0587
0,0.0622
1,0.045899999999999996
2,0.058800000000000005
3,0.0453
4,0.0631
5,0.0475
6,0.0557
7,0.0519
