Posición,Probabilidad
-8,1.546313525725084e-30
-7,0.0
-6,0.015624999999998796
-5,0.0
-4,0.28124999999997785
-3,0.0
-2,0.1406249999999894
-1,0.0
0,0.12499999999999024
1,0.0
2,0.140624999999989
3,0.0
4,0.28124999999997724
5,0.0
6,0.015624999999998695
7,0.0
