Posición,Probabilidad
-16,0.032600000000000004
-15,0.033
-14,0.0314
-13,0.0301
-12,0.0303
-11,0.0303
-10,0.031
-9,0.030600000000000002
-8,0.0282
-7,0.0347
-6,0.0329
-5,0.0303
-4,0.031799999999999995
-3,0.0309
-2,0.0312
-1,0.0342
0,0.0302
1,0.0339
2,0.030400000000000003
3,0.0327
4,0.0315
5,0.0291
6,0.0308
7,0.028999999999999998
8,0.0314
9,0.0313
10,0.0304
11,0.030900000000000004
12,0.032600000000000004
13,0.031599999999999996
14,0.0284
15,0.0323
