Posición,Probabilidad
-8,0.063
-7,0.0465
-6,0.06459999999999999
-5,0.0497
-4,0.0753
-3,0.054099999999999995
-2,0.0731
-1,0.0556
0,0.07880000000000001
1,0.0569
2,0.0821
3,0.0592
4,0.0756
5,0.0528
6,0.0678
7,0.044899999999999995
