Posición,Probabilidad
-16,0.0354
-15,0.032
-14,0.032299999999999995
-13,0.0327
-12,0.0276
-11,0.0321
-10,0.0275
-9,0.0335
-8,0.032799999999999996
-7,0.0315
-6,0.0262
-5,0.0291
-4,0.0311
-3,0.0309
-2,0.0308
-1,0.0311
0,0.0281
1,0.028999999999999998
2,0.031299999999999994
3,0.0338
4,0.0342
5,0.0312
6,0.030100000000000002
7,0.031299999999999994
8,0.028900000000000002
9,0.032
10,0.0343
11,0.0337
12,0.0305
13,0.032600000000000004
14,0.0314
15,0.031
