Posición,Probabilidad
-16,0.0282
-15,0.0323
-14,0.0311
-13,0.0324
-12,0.0312
-11,0.033299999999999996
-10,0.0372
-9,0.0359
-8,0.0292
-7,0.0319
-6,0.0313
-5,0.0328
-4,0.0299
-3,0.0383
-2,0.0382
-1,0.0393
0,0.0235
1,0.0274
2,0.0281
3,0.0281
4,0.028999999999999998
5,0.0293
6,0.0344
7,0.0299
8,0.0247
9,0.027200000000000002
10,0.0295
11,0.0295
12,0.0272
13,0.027499999999999997
14,0.0347
15,0.0375
