Posición,Probabilidad
-16,0.0291
-15,0.03
-14,0.028999999999999998
-13,0.0271
-12,0.0342
-11,0.034
-10,0.0291
-9,0.032100000000000004
-8,0.0296
-7,0.030699999999999998
-6,0.0317
-5,0.035
-4,0.0296
-3,0.031
-2,0.033
-1,0.0278
0,0.0294
1,0.033299999999999996
2,0.0345
3,0.030899999999999997
4,0.029199999999999997
5,0.0305
6,0.030699999999999998
7,0.0335
8,0.030699999999999998
9,0.0288
10,0.0328
11,0.0332
12,0.0304
13,0.032100000000000004
14,0.0335
15,0.0335
