Posición,Probabilidad
-8,0.0
-7,0.0
-6,0.015
-5,0.0
-4,0.2799
-3,0.0
-2,0.1449
-1,0.0
0,0.1249
1,0.0
2,0.1395
3,0.0
4,0.2792
5,0.0
6,0.0166
7,0.0
