Posición Horizontal,Posición Vertical,Probabilidad
-4,-4,1.5616228346473039e-63
-4,-3,0.0
-4,-2,1.546245414830631e-33
-4,-1,0.0
-4,0,4.8183776541375886e-32
-4,1,0.0
-4,2,4.663753112654523e-32
-4,3,0.0
-3,-4,0.0
-3,-3,0.0
-3,-2,0.0
-3,-1,0.0
-3,0,0.0
-3,1,0.0
-3,2,0.0
-3,3,0.0
-2,-4,1.6364354134203463e-32
-2,-3,0.0
-2,-2,0.06249999999999986
-2,-1,0.0
-2,0,0.12499999999999965
-2,1,0.0
-2,2,0.062499999999999806
-2,3,0.0
-1,-4,0.0
-1,-3,0.0
-1,-2,0.0
-1,-1,0.0
-1,0,0.0
-1,1,0.0
-1,2,0.0
-1,3,0.0
0,-4,7.869190161765255e-32
0,-3,0.0
0,-2,0.12499999999999967
0,-1,0.0
0,0,0.24999999999999928
0,1,0.0
0,2,0.12499999999999961
0,3,0.0
1,-4,0.0
1,-3,0.0
1,-2,0.0
1,-1,0.0
1,0,0.0
1,1,0.0
1,2,0.0
1,3,0.0
2,-4,3.3336787693634075e-32
2,-3,0.0
2,-2,0.06249999999999978
2,-1,0.0
2,0,0.1249999999999996
2,1,0.0
2,2,0.06249999999999983
2,3,0.0
3,-4,0.0
3,-3,0.0
3,-2,0.0
3,-1,0.0
3,0,0.0
3,1,0.0
3,2,0.0
3,3,0.0
