Posición Horizontal,Posición Vertical,Probabilidad
-4,-4,0.0029
-4,-3,0.0016
-4,-2,0.0078
-4,-1,0.0060999999999999995
-4,0,0.0182
-4,1,0.0154
-4,2,0.0099
-4,3,0.006999999999999999
-3,-4,0.0009
-3,-3,0.0007999999999999999
-3,-2,0.0026
-3,-1,0.0021
-3,0,0.0045000000000000005
-3,1,0.004699999999999999
-3,2,0.004
-3,3,0.0026000000000000003
-2,-4,0.007699999999999999
-2,-3,0.0025
-2,-2,0.0399
-2,-1,0.0086
-2,0,0.0753
-2,1,0.0179
-2,2,0.04440000000000001
-2,3,0.0136
-1,-4,0.001
-1,-3,0.0006000000000000001
-1,-2,0.0049
-1,-1,0.0030999999999999995
-1,0,0.0104
-1,1,0.0048
-1,2,0.0059
-1,3,0.002
0,-4,0.017800000000000003
0,-3,0.0041
0,-2,0.0718
0,-1,0.010600000000000002
0,0,0.136
0,1,0.019799999999999998
0,2,0.0801
0,3,0.0143
1,-4,0.0016
1,-3,0.0009000000000000001
1,-2,0.0086
1,-1,0.0023
1,0,0.0139
1,1,0.0067
1,2,0.0078
1,3,0.0029
2,-4,0.0106
2,-3,0.0038
2,-2,0.043000000000000003
2,-1,0.0101
2,0,0.0835
2,1,0.0171
2,2,0.04990000000000001
2,3,0.0111
3,-4,0.0017
3,-3,0.0012
3,-2,0.004699999999999999
3,-1,0.0026999999999999997
3,0,0.012700000000000001
3,1,0.006200000000000001
3,2,0.0060999999999999995
3,3,0.0026999999999999997
