Posición Horizontal,Posición Vertical,Probabilidad
-8,-8,0.0038
-8,-7,0.0032000000000000006
-8,-6,0.0027999999999999995
-8,-5,0.0036
-8,-4,0.0046
-8,-3,0.0029
-8,-2,0.004200000000000001
-8,-1,0.0038000000000000004
-8,0,0.0043
-8,1,0.0043
-8,2,0.004200000000000001
-8,3,0.0041
-8,4,0.0048
-8,5,0.0039
-8,6,0.0065
-8,7,0.0048000000000000004
-7,-8,0.003
-7,-7,0.0018
-7,-6,0.0025
-7,-5,0.0022
-7,-4,0.0029
-7,-3,0.0016000000000000003
-7,-2,0.0031000000000000003
-7,-1,0.0033
-7,0,0.0028
-7,1,0.0027
-7,2,0.0021
-7,3,0.0038000000000000004
-7,4,0.0035000000000000005
-7,5,0.0031000000000000003
-7,6,0.0039
-7,7,0.0034999999999999996
-6,-8,0.0007
-6,-7,0.001
-6,-6,0.0013000000000000002
-6,-5,0.0006000000000000001
-6,-4,0.001
-6,-3,0.0014
-6,-2,0.0007
-6,-1,0.0014999999999999998
-6,0,0.0011
-6,1,0.0005
-6,2,0.0007999999999999999
-6,3,0.0007999999999999999
-6,4,0.0009
-6,5,0.0013000000000000002
-6,6,0.0007
-6,7,0.001
-5,-8,0.0007
-5,-7,0.0005
-5,-6,0.00030000000000000003
-5,-5,0.0005
-5,-4,0.001
-5,-3,0.0004
-5,-2,0.0009
-5,-1,0.0011
-5,0,0.0009
-5,1,0.0009
-5,2,0.0011
-5,3,0.0009000000000000001
-5,4,0.0013
-5,5,0.001
-5,6,0.0006000000000000001
-5,7,0.0007
-4,-8,0.0076
-4,-7,0.0056
-4,-6,0.0077
-4,-5,0.0037
-4,-4,0.006500000000000001
-4,-3,0.006
-4,-2,0.006799999999999999
-4,-1,0.0063
-4,0,0.006699999999999999
-4,1,0.0068000000000000005
-4,2,0.0083
-4,3,0.0061
-4,4,0.008
-4,5,0.0056
-4,6,0.0066
-4,7,0.0062
-3,-8,0.005599999999999999
-3,-7,0.0036
-3,-6,0.0048
-3,-5,0.005
-3,-4,0.0048000000000000004
-3,-3,0.004
-3,-2,0.0055
-3,-1,0.0050999999999999995
-3,0,0.0044
-3,1,0.0034999999999999996
-3,2,0.006
-3,3,0.0046
-3,4,0.0052
-3,5,0.0056
-3,6,0.0054
-3,7,0.0058
-2,-8,0.0015
-2,-7,0.0008
-2,-6,0.0012000000000000001
-2,-5,0.0012
-2,-4,0.0025
-2,-3,0.0017
-2,-2,0.0012000000000000001
-2,-1,0.0017
-2,0,0.0025
-2,1,0.0015
-2,2,0.0015
-2,3,0.0014
-2,4,0.0013
-2,5,0.0015999999999999999
-2,6,0.0017
-2,7,0.0017000000000000001
-1,-8,0.001
-1,-7,0.001
-1,-6,0.001
-1,-5,0.001
-1,-4,0.0015999999999999999
-1,-3,0.0008999999999999999
-1,-2,0.0018
-1,-1,0.0016
-1,0,0.0017
-1,1,0.0023
-1,2,0.0013000000000000002
-1,3,0.0018
-1,4,0.0014
-1,5,0.0015
-1,6,0.0017000000000000001
-1,7,0.0013
0,-8,0.0069
0,-7,0.0054
0,-6,0.0048
0,-5,0.006
0,-4,0.007800000000000001
0,-3,0.0063999999999999994
0,-2,0.0065
0,-1,0.0065
0,0,0.0077
0,1,0.0055000000000000005
0,2,0.0075
0,3,0.007799999999999999
0,4,0.006699999999999999
0,5,0.0055
0,6,0.0075
0,7,0.0063
1,-8,0.0049
1,-7,0.0046
1,-6,0.0049
1,-5,0.004200000000000001
1,-4,0.0038000000000000004
1,-3,0.0043
1,-2,0.0057
1,-1,0.0049
1,0,0.005399999999999999
1,1,0.005699999999999999
1,2,0.0055
1,3,0.004699999999999999
1,4,0.006999999999999999
1,5,0.0052
1,6,0.0049
1,7,0.0054
2,-8,0.0012
2,-7,0.0017
2,-6,0.0017
2,-5,0.001
2,-4,0.0017000000000000001
2,-3,0.0013
2,-2,0.0017000000000000001
2,-1,0.0014000000000000002
2,0,0.0016
2,1,0.0018999999999999998
2,2,0.0013
2,3,0.0021
2,4,0.0029999999999999996
2,5,0.0021999999999999997
2,6,0.0023
2,7,0.0016
3,-8,0.0014
3,-7,0.0005
3,-6,0.0005
3,-5,0.0011
3,-4,0.0013000000000000002
3,-3,0.0012
3,-2,0.0013000000000000002
3,-1,0.0015
3,0,0.0005
3,1,0.001
3,2,0.0013
3,3,0.0014
3,4,0.0013
3,5,0.0017000000000000001
3,6,0.0010999999999999998
3,7,0.0012000000000000001
