Posición Horizontal,Posición Vertical,Probabilidad
-16,-16,0.0009
-16,-15,0.001
-16,-14,0.0006000000000000001
-16,-13,0.001
-16,-12,0.001
-16,-11,0.0009
-16,-10,0.0009000000000000001
-16,-9,0.0011
-16,-8,0.0013
-16,-7,0.0011
-16,-6,0.0012000000000000001
-16,-5,0.0013999999999999998
-16,-4,0.001
-16,-3,0.0014999999999999998
-16,-2,0.0008
-16,-1,0.0007
-16,0,0.0005
-16,1,0.001
-16,2,0.0011
-16,3,0.0011
-16,4,0.0013000000000000002
-16,5,0.0016
-16,6,0.0009
-16,7,0.0011
-16,8,0.001
-16,9,0.0005
-16,10,0.0009
-16,11,0.0018
-16,12,0.0009
-16,13,0.0013
-16,14,0.0013
-16,15,0.0011
-15,-16,0.0011
-15,-15,0.0006000000000000001
-15,-14,0.0013
-15,-13,0.0012
-15,-12,0.0007
-15,-11,0.001
-15,-10,0.0011
-15,-9,0.0004
-15,-8,0.0002
-15,-7,0.001
-15,-6,0.00030000000000000003
-15,-5,0.0012
-15,-4,0.0013
-15,-3,0.0011
-15,-2,0.0009
-15,-1,0.0006000000000000001
-15,0,0.0007
-15,1,0.0011
-15,2,0.0014000000000000002
-15,3,0.0009
-15,4,0.0009000000000000001
-15,5,0.0007
-15,6,0.0012000000000000001
-15,7,0.0007
-15,8,0.0007
-15,9,0.0007000000000000001
-15,10,0.0008
-15,11,0.0013
-15,12,0.0012
-15,13,0.0005
-15,14,0.0005
-15,15,0.0013000000000000002
-14,-16,0.0008
-14,-15,0.0008999999999999999
-14,-14,0.0009
-14,-13,0.0009
-14,-12,0.0008
-14,-11,0.0005
-14,-10,0.001
-14,-9,0.0005
-14,-8,0.0007
-14,-7,0.0008
-14,-6,0.0007000000000000001
-14,-5,0.0009000000000000001
-14,-4,0.0005
-14,-3,0.0007
-14,-2,0.00030000000000000003
-14,-1,0.0008
-14,0,0.0013999999999999998
-14,1,0.0011
-14,2,0.00039999999999999996
-14,3,0.0008
-14,4,0.0007000000000000001
-14,5,0.0015
-14,6,0.0007000000000000001
-14,7,0.0011
-14,8,0.0007000000000000001
-14,9,0.0009000000000000001
-14,10,0.0017
-14,11,0.0008
-14,12,0.0006000000000000001
-14,13,0.001
-14,14,0.001
-14,15,0.0008
-13,-16,0.001
-13,-15,0.0006000000000000001
-13,-14,0.0012000000000000001
-13,-13,0.0006000000000000001
-13,-12,0.001
-13,-11,0.0008
-13,-10,0.001
-13,-9,0.0007
-13,-8,0.001
-13,-7,0.0009000000000000001
-13,-6,0.0007
-13,-5,0.0011
-13,-4,0.0006000000000000001
-13,-3,0.0012000000000000001
-13,-2,0.0006
-13,-1,0.0005
-13,0,0.0009000000000000001
-13,1,0.0015999999999999999
-13,2,0.0007999999999999999
-13,3,0.0006000000000000001
-13,4,0.001
-13,5,0.0009
-13,6,0.001
-13,7,0.0007000000000000001
-13,8,0.0009
-13,9,0.0007
-13,10,0.0010999999999999998
-13,11,0.001
-13,12,0.0011
-13,13,0.0011
-13,14,0.0012000000000000001
-13,15,0.0009
-12,-16,0.0012000000000000001
-12,-15,0.0012
-12,-14,0.0005
-12,-13,0.0012000000000000001
-12,-12,0.0012000000000000001
-12,-11,0.0011
-12,-10,0.0005
-12,-9,0.0012
-12,-8,0.0011
-12,-7,0.0009000000000000001
-12,-6,0.0006999999999999999
-12,-5,0.0006
-12,-4,0.0007000000000000001
-12,-3,0.0012000000000000001
-12,-2,0.0013
-12,-1,0.0012000000000000001
-12,0,0.0012000000000000001
-12,1,0.0012
-12,2,0.001
-12,3,0.0014999999999999998
-12,4,0.0016
-12,5,0.001
-12,6,0.0013
-12,7,0.0011
-12,8,0.0006999999999999999
-12,9,0.0012000000000000001
-12,10,0.0007999999999999999
-12,11,0.0011
-12,12,0.0009
-12,13,0.0011
-12,14,0.001
-12,15,0.0014
-11,-16,0.0012000000000000001
-11,-15,0.0015
-11,-14,0.0008
-11,-13,0.0006000000000000001
-11,-12,0.0008
-11,-11,0.0004
-11,-10,0.0013
-11,-9,0.0006000000000000001
-11,-8,0.0013
-11,-7,0.001
-11,-6,0.0007999999999999999
-11,-5,0.0005
-11,-4,0.001
-11,-3,0.0007000000000000001
-11,-2,0.001
-11,-1,0.0012000000000000001
-11,0,0.0014
-11,1,0.0009
-11,2,0.0015999999999999999
-11,3,0.0017
-11,4,0.0009000000000000001
-11,5,0.0009
-11,6,0.0013
-11,7,0.0014
-11,8,0.001
-11,9,0.0012
-11,10,0.0007000000000000001
-11,11,0.0014
-11,12,0.0007999999999999999
-11,13,0.001
-11,14,0.001
-11,15,0.0004
-10,-16,0.0010999999999999998
-10,-15,0.0007
-10,-14,0.001
-10,-13,0.0011
-10,-12,0.001
-10,-11,0.0014
-10,-10,0.0007
-10,-9,0.0011
-10,-8,0.0006000000000000001
-10,-7,0.0013
-10,-6,0.001
-10,-5,0.0011
-10,-4,0.0007
-10,-3,0.0009
-10,-2,0.00039999999999999996
-10,-1,0.0009000000000000001
-10,0,0.0008
-10,1,0.0010999999999999998
-10,2,0.0009
-10,3,0.0012000000000000001
-10,4,0.0010999999999999998
-10,5,0.0009000000000000001
-10,6,0.0004
-10,7,0.0009
-10,8,0.0009000000000000001
-10,9,0.0010999999999999998
-10,10,0.0007
-10,11,0.0011
-10,12,0.0009
-10,13,0.0011
-10,14,0.0009
-10,15,0.0006000000000000001
-9,-16,0.0005
-9,-15,0.0007000000000000001
-9,-14,0.001
-9,-13,0.0005
-9,-12,0.0005
-9,-11,0.0007999999999999999
-9,-10,0.0009
-9,-9,0.0011
-9,-8,0.001
-9,-7,0.0006000000000000001
-9,-6,0.0006000000000000001
-9,-5,0.0014
-9,-4,0.0012000000000000001
-9,-3,0.0012000000000000001
-9,-2,0.0009
-9,-1,0.0007000000000000001
-9,0,0.0007
-9,1,0.0009
-9,2,0.0006000000000000001
-9,3,0.0006999999999999999
-9,4,0.0011
-9,5,0.0008
-9,6,0.0019
-9,7,0.0007000000000000001
-9,8,0.001
-9,9,0.0006999999999999999
-9,10,0.0006999999999999999
-9,11,0.001
-9,12,0.0009000000000000001
-9,13,0.0011
-9,14,0.00039999999999999996
-9,15,0.001
-8,-16,0.0011
-8,-15,0.0013000000000000002
-8,-14,0.001
-8,-13,0.0009
-8,-12,0.0012000000000000001
-8,-11,0.0009000000000000001
-8,-10,0.0008
-8,-9,0.0008
-8,-8,0.0007999999999999999
-8,-7,0.0008999999999999999
-8,-6,0.001
-8,-5,0.0011
-8,-4,0.0010999999999999998
-8,-3,0.0007
-8,-2,0.0006
-8,-1,0.0011
-8,0,0.0008000000000000001
-8,1,0.0017
-8,2,0.0017
-8,3,0.0007999999999999999
-8,4,0.0016
-8,5,0.0017000000000000001
-8,6,0.0013
-8,7,0.0017
-8,8,0.001
-8,9,0.0012000000000000001
-8,10,0.0009000000000000001
-8,11,0.0013
-8,12,0.0009000000000000001
-8,13,0.0015999999999999999
-8,14,0.0011
-8,15,0.0014000000000000002
-7,-16,0.0005
-7,-15,0.0008000000000000001
-7,-14,0.0004
-7,-13,0.0006
-7,-12,0.0009
-7,-11,0.0013
-7,-10,0.0012
-7,-9,0.001
-7,-8,0.0006999999999999999
-7,-7,0.0009
-7,-6,0.0001
-7,-5,0.0006
-7,-4,0.0011
-7,-3,0.0014
-7,-2,0.0007
-7,-1,0.0012
-7,0,0.001
-7,1,0.002
-7,2,0.0014000000000000002
-7,3,0.0013000000000000002
-7,4,0.0005
-7,5,0.0015
-7,6,0.0007000000000000001
-7,7,0.0014
-7,8,0.0010999999999999998
-7,9,0.0006000000000000001
-7,10,0.0012000000000000001
-7,11,0.0007
-7,12,0.0007
-7,13,0.0009000000000000001
-7,14,0.001
-7,15,0.001
-6,-16,0.001
-6,-15,0.0006000000000000001
-6,-14,0.0009
-6,-13,0.0015
-6,-12,0.0009
-6,-11,0.001
-6,-10,0.0006000000000000001
-6,-9,0.0008
-6,-8,0.0011
-6,-7,0.0009
-6,-6,0.0012
-6,-5,0.0007000000000000001
-6,-4,0.0008
-6,-3,0.0007999999999999999
-6,-2,0.0012
-6,-1,0.0012000000000000001
-6,0,0.0005
-6,1,0.0014
-6,2,0.0009
-6,3,0.0008
-6,4,0.0007
-6,5,0.0011
-6,6,0.0012000000000000001
-6,7,0.0001
-6,8,0.0007000000000000001
-6,9,0.0006000000000000001
-6,10,0.0008
-6,11,0.0007999999999999999
-6,12,0.0006000000000000001
-6,13,0.0008
-6,14,0.0015
-6,15,0.0009
-5,-16,0.0008
