Posición Horizontal,Posición Vertical,Probabilidad
-4,-4,0.0
-4,-3,0.0
-4,-2,0.0
-4,-1,0.0
-4,0,0.0
-4,1,0.0
-4,2,0.0
-4,3,0.0
-3,-4,0.0
-3,-3,0.0
-3,-2,0.0
-3,-1,0.0
-3,0,0.0
-3,1,0.0
-3,2,0.0
-3,3,0.0
-2,-4,0.0
-2,-3,0.0
-2,-2,0.062652
-2,-1,0.0
-2,0,0.12569999999999998
-2,1,0.0
-2,2,0.062323
-2,3,0.0
-1,-4,0.0
-1,-3,0.0
-1,-2,0.0
-1,-1,0.0
-1,0,0.0
-1,1,0.0
-1,2,0.0
-1,3,0.0
0,-4,0.0
0,-3,0.0
0,-2,0.125237
0,-1,0.0
0,0,0.24943200000000001
0,1,0.0
0,2,0.124704
0,3,0.0
1,-4,0.0
1,-3,0.0
1,-2,0.0
1,-1,0.0
1,0,0.0
1,1,0.0
1,2,0.0
1,3,0.0
2,-4,0.0
2,-3,0.0
2,-2,0.06249
2,-1,0.0
2,0,0.124919
2,1,0.0
2,2,0.062543
2,3,0.0
3,-4,0.0
3,-3,0.0
3,-2,0.0
3,-1,0.0
3,0,0.0
3,1,0.0
3,2,0.0
3,3,0.0
