Posición Horizontal,Posición Vertical,Probabilidad
-8,-8,0.0
-8,-7,0.0
-8,-6,0.0
-8,-5,0.0
-8,-4,0.0
-8,-3,0.0
-8,-2,0.0
-8,-1,0.0
-8,0,0.0
-8,1,0.0
-8,2,0.0
-8,3,0.0
-8,4,0.0
-8,5,0.0
-8,6,0.0
-8,7,0.0
-7,-8,0.0
-7,-7,0.0
-7,-6,0.0
-7,-5,0.0
-7,-4,0.0
-7,-3,0.0
-7,-2,0.0
-7,-1,0.0
-7,0,0.0
-7,1,0.0
-7,2,0.0
-7,3,0.0
-7,4,0.0
-7,5,0.0
-7,6,0.0
-7,7,0.0
-6,-8,0.0
-6,-7,0.0
-6,-6,0.000221
-6,-5,0.0
-6,-4,0.004383000000000001
-6,-3,0.0
-6,-2,0.002208
-6,-1,0.0
-6,0,0.00204
-6,1,0.0
-6,2,0.0022459999999999997
-6,3,0.0
-6,4,0.0044080000000000005
-6,5,0.0
-6,6,0.000246
-6,7,0.0
-5,-8,0.0
-5,-7,0.0
-5,-6,0.0
-5,-5,0.0
-5,-4,0.0
-5,-3,0.0
-5,-2,0.0
-5,-1,0.0
-5,0,0.0
-5,1,0.0
-5,2,0.0
-5,3,0.0
-5,4,0.0
-5,5,0.0
-5,6,0.0
-5,7,0.0
-4,-8,0.0
-4,-7,0.0
-4,-6,0.0044150000000000005
-4,-5,0.0
-4,-4,0.079042
-4,-3,0.0
-4,-2,0.039613
-4,-1,0.0
-4,0,0.035275
-4,1,0.0
-4,2,0.039494999999999995
-4,3,0.0
-4,4,0.07877300000000001
-4,5,0.0
-4,6,0.004469
-4,7,0.0
-3,-8,0.0
-3,-7,0.0
-3,-6,0.0
-3,-5,0.0
-3,-4,0.0
-3,-3,0.0
-3,-2,0.0
-3,-1,0.0
-3,0,0.0
-3,1,0.0
-3,2,0.0
-3,3,0.0
-3,4,0.0
-3,5,0.0
-3,6,0.0
-3,7,0.0
-2,-8,0.0
-2,-7,0.0
-2,-6,0.002114
-2,-5,0.0
-2,-4,0.039689999999999996
-2,-3,0.0
-2,-2,0.019965
-2,-1,0.0
-2,0,0.017536
-2,1,0.0
-2,2,0.019673999999999997
-2,3,0.0
-2,4,0.03953899999999999
-2,5,0.0
-2,6,0.002255
-2,7,0.0
-1,-8,0.0
-1,-7,0.0
-1,-6,0.0
-1,-5,0.0
-1,-4,0.0
-1,-3,0.0
-1,-2,0.0
-1,-1,0.0
-1,0,0.0
-1,1,0.0
-1,2,0.0
-1,3,0.0
-1,4,0.0
-1,5,0.0
-1,6,0.0
-1,7,0.0
0,-8,0.0
0,-7,0.0
0,-6,0.002
0,-5,0.0
0,-4,0.034959000000000004
0,-3,0.0
0,-2,0.017615
0,-1,0.0
0,0,0.015639
0,1,0.0
0,2,0.017529
0,3,0.0
0,4,0.035276999999999996
0,5,0.0
0,6,0.002015
0,7,0.0
1,-8,0.0
1,-7,0.0
1,-6,0.0
1,-5,0.0
1,-4,0.0
1,-3,0.0
1,-2,0.0
1,-1,0.0
1,0,0.0
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
2,-8,0.0
2,-7,0.0
2,-6,0.0022649999999999997
2,-5,0.0
2,-4,0.039459
2,-3,0.0
2,-2,0.019816
2,-1,0.0
2,0,0.017481
2,1,0.0
2,2,0.019556999999999998
2,3,0.0
2,4,0.039567
2,5,0.0
2,6,0.002164
2,7,0.0
3,-8,0.0
3,-7,0.0
3,-6,0.0
3,-5,0.0
3,-4,0.0
3,-3,0.0
3,-2,0.0
3,-1,0.0
3,0,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
4,-8,0.0
4,-7,0.0
4,-6,0.004327999999999999
4,-5,0.0
4,-4,0.079105
4,-3,0.0
4,-2,0.039642
4,-1,0.0
4,0,0.035334
4,1,0.0
4,2,0.039398
4,3,0.0
4,4,0.07915000000000001
4,5,0.0
4,6,0.0043549999999999995
4,7,0.0
5,-8,0.0
5,-7,0.0
5,-6,0.0
5,-5,0.0
5,-4,0.0
5,-3,0.0
5,-2,0.0
5,-1,0.0
5,0,0.0
5,1,0.0
5,2,0.0
5,3,0.0
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
6,-8,0.0
6,-7,0.0
6,-6,0.000254
6,-5,0.0
6,-4,0.004418
6,-3,0.0
6,-2,0.002258
6,-1,0.0
6,0,0.002016
6,1,0.0
6,2,0.002166
6,3,0.0
6,4,0.004383
6,5,0.0
6,6,0.000243
6,7,0.0
7,-8,0.0
7,-7,0.0
7,-6,0.0
7,-5,0.0
7,-4,0.0
7,-3,0.0
7,-2,0.0
7,-1,0.0
7,0,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
