Posición Horizontal,Posición Vertical,Probabilidad
-8,-8,0.0047
-8,-7,0.007899999999999999
-8,-6,0.0068
-8,-5,0.007600000000000001
-8,-4,0.005
-8,-3,0.006699999999999999
-8,-2,0.008199999999999999
-8,-1,0.007699999999999999
-8,0,0.0048000000000000004
-8,1,0.007
-8,2,0.007500000000000001
-8,3,0.0072
-8,4,0.006499999999999999
-8,5,0.0086
-8,6,0.0079
-8,7,0.0069
-7,-8,0.0049
-7,-7,0.0049
-7,-6,0.005
-7,-5,0.0051
-7,-4,0.0047
-7,-3,0.0046
-7,-2,0.0047
-7,-1,0.0057
-7,0,0.0039000000000000003
-7,1,0.0052
-7,2,0.0033
-7,3,0.0063
-7,4,0.0050999999999999995
-7,5,0.0047
-7,6,0.0058000000000000005
-7,7,0.0054
-6,-8,0.0101
-6,-7,0.0097
-6,-6,0.0097
-6,-5,0.0125
-6,-4,0.0116
-6,-3,0.0126
-6,-2,0.0106
-6,-1,0.0112
-6,0,0.011000000000000001
-6,1,0.01
-6,2,0.012
-6,3,0.0145
-6,4,0.0109
-6,5,0.0119
-6,6,0.0142
-6,7,0.0123
-5,-8,0.0072
-5,-7,0.006999999999999999
-5,-6,0.008199999999999999
-5,-5,0.0088
-5,-4,0.0068000000000000005
-5,-3,0.009000000000000001
-5,-2,0.01
-5,-1,0.0103
-5,0,0.0062
-5,1,0.0079
-5,2,0.0095
-5,3,0.0078
-5,4,0.0092
-5,5,0.009999999999999998
-5,6,0.010899999999999998
-5,7,0.012
-4,-8,0.0018
-4,-7,0.0026999999999999997
-4,-6,0.0015
-4,-5,0.0024000000000000002
-4,-4,0.0026999999999999997
-4,-3,0.003
-4,-2,0.0032
-4,-1,0.003
-4,0,0.0023
-4,1,0.0018000000000000002
-4,2,0.0025
-4,3,0.0024
-4,4,0.0026
-4,5,0.0028000000000000004
-4,6,0.0029
-4,7,0.0029000000000000002
-3,-8,0.0011
-3,-7,0.0017
-3,-6,0.0022
-3,-5,0.0016
-3,-4,0.0017
-3,-3,0.0021
-3,-2,0.0022
-3,-1,0.0015999999999999999
-3,0,0.0018
-3,1,0.0023
-3,2,0.002
-3,3,0.0024
-3,4,0.0024
-3,5,0.0021999999999999997
-3,6,0.0029000000000000002
-3,7,0.0027
-2,-8,0.0034999999999999996
-2,-7,0.0032
-2,-6,0.0037999999999999996
-2,-5,0.0045000000000000005
-2,-4,0.004900000000000001
-2,-3,0.0042
-2,-2,0.0043
-2,-1,0.0060999999999999995
-2,0,0.0049
-2,1,0.0047
-2,2,0.0055000000000000005
-2,3,0.006
-2,4,0.0037
-2,5,0.0046
-2,6,0.0056
-2,7,0.0043
-1,-8,0.0031
-1,-7,0.0044
-1,-6,0.0034999999999999996
-1,-5,0.0024000000000000002
-1,-4,0.0028
-1,-3,0.0031
-1,-2,0.0047
-1,-1,0.0043
-1,0,0.0026999999999999997
-1,1,0.0018
-1,2,0.0033
-1,3,0.0024
-1,4,0.0040999999999999995
-1,5,0.0035000000000000005
-1,6,0.004
-1,7,0.0053
0,-8,0.0026999999999999997
0,-7,0.0014
0,-6,0.0025
0,-5,0.0024
0,-4,0.0021
0,-3,0.0026
0,-2,0.003
0,-1,0.0029
0,0,0.0019
0,1,0.0024
0,2,0.0022999999999999995
0,3,0.002
0,4,0.0029000000000000002
0,5,0.002
0,6,0.0044
0,7,0.0039
1,-8,0.0015
1,-7,0.0017000000000000001
1,-6,0.0015999999999999999
1,-5,0.0023
1,-4,0.0014
1,-3,0.0024000000000000002
1,-2,0.002
1,-1,0.0018
1,0,0.0012000000000000001
