Posición Horizontal,Posición Vertical,Probabilidad
-16,-16,0.0
-16,-15,0.0004
-16,-14,0.0002
-16,-13,0.0005
-16,-12,0.00030000000000000003
-16,-11,0.00030000000000000003
-16,-10,0.0004
-16,-9,0.0
-16,-8,0.0003
-16,-7,0.0006000000000000001
-16,-6,0.0002
-16,-5,0.0006000000000000001
-16,-4,0.0004
-16,-3,0.0007000000000000001
-16,-2,0.00030000000000000003
-16,-1,0.0006000000000000001
-16,0,0.00030000000000000003
-16,1,0.0001
-16,2,0.0005
-16,3,0.0005
-16,4,0.00039999999999999996
-16,5,0.0002
-16,6,0.0006
-16,7,0.0004
-16,8,0.0002
-16,9,0.0005
-16,10,0.0005
-16,11,0.0
-16,12,0.0001
-16,13,0.0005
-16,14,0.00030000000000000003
-16,15,0.0004
-15,-16,0.0001
-15,-15,0.00030000000000000003
-15,-14,0.00030000000000000003
-15,-13,0.0005
-15,-12,0.0
-15,-11,0.00039999999999999996
-15,-10,0.0002
-15,-9,0.0001
-15,-8,0.0005
-15,-7,0.0002
-15,-6,0.00030000000000000003
-15,-5,0.0005
-15,-4,0.0004
-15,-3,0.00030000000000000003
-15,-2,0.0001
-15,-1,0.0006000000000000001
-15,0,0.0002
-15,1,0.00030000000000000003
-15,2,0.0004
-15,3,0.0004
-15,4,0.0004
-15,5,0.00030000000000000003
-15,6,0.0
-15,7,0.0005
-15,8,0.0005
-15,9,0.0004
-15,10,0.0002
-15,11,0.0002
-15,12,0.00039999999999999996
-15,13,0.00039999999999999996
-15,14,0.0005
-15,15,0.0007999999999999999
-14,-16,0.00030000000000000003
-14,-15,0.0001
-14,-14,0.0006000000000000001
-14,-13,0.00030000000000000003
-14,-12,0.0002
-14,-11,0.0002
-14,-10,0.00030000000000000003
-14,-9,0.0002
-14,-8,0.00030000000000000003
-14,-7,0.0005
-14,-6,0.0001
-14,-5,0.0004
-14,-4,0.0002
-14,-3,0.0004
-14,-2,0.0002
-14,-1,0.0002
-14,0,0.00030000000000000003
-14,1,0.0003
-14,2,0.0004
-14,3,0.0006000000000000001
-14,4,0.00030000000000000003
-14,5,0.0006000000000000001
-14,6,0.00030000000000000003
-14,7,0.0002
-14,8,0.0002
-14,9,0.0005
-14,10,0.0002
-14,11,0.00030000000000000003
-14,12,0.00030000000000000003
-14,13,0.0006000000000000001
-14,14,0.0005
-14,15,0.0002
-13,-16,0.0004
-13,-15,0.0003
-13,-14,0.0002
-13,-13,0.0004
-13,-12,0.00030000000000000003
-13,-11,0.0
-13,-10,0.0006000000000000001
-13,-9,0.0004
-13,-8,0.00039999999999999996
-13,-7,0.0001
-13,-6,0.0002
-13,-5,0.00039999999999999996
-13,-4,0.0002
-13,-3,0.0004
-13,-2,0.00030000000000000003
-13,-1,0.0005
-13,0,0.0
-13,1,0.0001
-13,2,0.00030000000000000003
-13,3,0.0001
-13,4,0.0001
-13,5,0.0001
-13,6,0.0001
-13,7,0.00030000000000000003
-13,8,0.0
-13,9,0.0004
-13,10,0.0001
-13,11,0.0006000000000000001
-13,12,0.0
-13,13,0.0006000000000000001
-13,14,0.0004
-13,15,0.0005
-12,-16,0.0
-12,-15,0.0
-12,-14,0.0
-12,-13,0.0001
-12,-12,0.0001
-12,-11,0.0001
-12,-10,0.0001
-12,-9,0.0
-12,-8,0.0002
-12,-7,0.0
-12,-6,0.0002
-12,-5,0.0
-12,-4,0.0
-12,-3,0.0002
-12,-2,0.0
-12,-1,0.0001
-12,0,0.0
-12,1,0.0001
-12,2,0.0001
-12,3,0.0
