Posición Horizontal,Posición Vertical,Probabilidad
-4,-4,0.0088
-4,-3,0.0043
-4,-2,0.0133
-4,-1,0.0101
-4,0,0.0168
-4,1,0.0086
-4,2,0.020300000000000006
-4,3,0.0104
-3,-4,0.0043
-3,-3,0.0026999999999999997
-3,-2,0.0083
-3,-1,0.0062
-3,0,0.0082
-3,1,0.0048
-3,2,0.009999999999999998
-3,3,0.0063999999999999994
-2,-4,0.018300000000000004
-2,-3,0.0074
-2,-2,0.0344
-2,-1,0.0138
-2,0,0.0365
-2,1,0.013500000000000002
-2,2,0.0492
-2,3,0.0158
-1,-4,0.0073
-1,-3,0.004
-1,-2,0.0103
-1,-1,0.0074
-1,0,0.015000000000000001
-1,1,0.0070999999999999995
-1,2,0.016
-1,3,0.0091
0,-4,0.0249
0,-3,0.008899999999999998
0,-2,0.0399
0,-1,0.0106
0,0,0.050100000000000006
0,1,0.0149
0,2,0.062
0,3,0.016999999999999998
1,-4,0.0057
1,-3,0.0038
1,-2,0.0111
1,-1,0.007
1,0,0.0153
1,1,0.0076
1,2,0.017
1,3,0.0087
2,-4,0.019999999999999997
2,-3,0.009
2,-2,0.0414
2,-1,0.0146
2,0,0.0441
2,1,0.014600000000000002
2,2,0.0557
2,3,0.0179
3,-4,0.0066
3,-3,0.0032
3,-2,0.0101
3,-1,0.007500000000000001
3,0,0.0126
3,1,0.006200000000000001
3,2,0.0161
3,3,0.007300000000000001
